Order_ID,Date,Month,Year,Category_Type,Category,Category Image,Item_Name,Quantity,Unit_Price_$,Total_Amount_$,Food_Cost_$,Labour_Cost_$,Profit_$,Delivery_Partner,Payment_Mode
O01688,28-09-2025,September,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Paneer Delight,4,10.48,41.92,18.2,4.68,19.04,Swiggy,Card
O01689,13-03-2025,March,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,3,12.09,36.27,12.14,6.29,17.84,Swiggy,UPI
O01690,16-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,2,4.88,9.76,3.78,1.86,4.12,Zomato,Online
O01691,30-06-2025,June,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,4,11.36,45.44,18.89,8.55,18,Swiggy,Online
O01692,17-11-2025,November,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,1,10.82,10.82,3.54,2.06,5.22,Zomato,UPI
O01693,02-03-2025,March,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,4,7.96,31.84,12.6,3.35,15.89,UberEats,Cash
O01694,29-05-2025,May,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,1,13.69,13.69,5.88,2.14,5.67,Swiggy,Card
O01695,08-02-2025,February,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,1,7.45,7.45,3,1.02,3.43,In-Store,Cash
O01696,24-12-2025,December,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Peppy Paneer,1,14.06,14.06,5.8,2.09,6.17,Swiggy,Cash
O01697,04-08-2025,August,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,3,8.6,25.8,10.98,4.86,9.96,Swiggy,Card
O01698,08-10-2025,October,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,1,4.52,4.52,1.39,0.46,2.67,Zomato,Online
O01699,16-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,2,5.66,11.32,4,1.37,5.95,Swiggy,Online
O01700,10-11-2025,November,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Farmhouse,2,16.4,32.8,10.82,4.33,17.65,UberEats,Cash
O01701,19-01-2025,January,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,1,6.58,6.58,2.85,1.03,2.7,UberEats,Online
O01702,05-06-2025,June,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Paneer Delight,4,18.08,72.32,29.47,12.07,30.78,Swiggy,Card
O01703,08-11-2025,November,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,3,11.14,33.42,13.67,6.16,13.59,In-Store,Cash
O01704,13-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,2,5.58,11.16,3.81,1.83,5.52,In-Store,Card
O01705,13-08-2025,August,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,3,18.71,56.13,23.28,6.59,26.26,Zomato,UPI
O01706,30-01-2025,January,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Grilled Veg,2,19.74,39.48,14.91,6.23,18.34,Swiggy,Card
O01707,02-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,1,8.82,8.82,3,1.7,4.12,Zomato,Cash
O01708,30-01-2025,January,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Farmhouse,3,15.8,47.4,17.65,5.18,24.57,UberEats,Cash
O01709,29-06-2025,June,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,1,7.74,7.74,3.04,1.33,3.37,Zomato,Online
O01710,03-12-2025,December,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Paneer Delight,3,17.38,52.14,17.65,8.31,26.18,UberEats,Card
O01711,28-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,3,7.39,22.17,9.46,4.21,8.5,In-Store,UPI
O01712,10-10-2025,October,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,1,11.69,11.69,4.82,1.92,4.95,UberEats,UPI
O01713,05-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,4,4.25,17,5.97,1.71,9.32,UberEats,Online
O01714,15-11-2025,November,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,1,6.13,6.13,1.87,0.84,3.42,Zomato,Card
O01715,29-04-2025,April,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,4,9.58,38.32,11.81,4.39,22.12,Swiggy,UPI
O01716,14-03-2025,March,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,1,11.42,11.42,5.11,1.77,4.54,In-Store,Cash
O01717,13-09-2025,September,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,2,10.05,20.1,7.74,3.88,8.48,In-Store,UPI
O01718,31-01-2025,January,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,1,9.37,9.37,4.12,1.45,3.8,In-Store,Cash
O01719,16-07-2025,July,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,4,7.13,28.52,10.2,3.83,14.49,Zomato,Online
O01720,04-12-2025,December,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,2,10.51,21.02,6.96,3.5,10.56,UberEats,Cash
O01721,28-06-2025,June,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,1,16.04,16.04,5.13,2.9,8.01,Zomato,Cash
O01722,15-11-2025,November,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,2,9.02,18.04,5.88,3.14,9.02,Swiggy,Online
O01723,14-12-2025,December,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,1,11.3,11.3,4.15,2.05,5.1,In-Store,UPI
O01724,15-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,2,10.16,20.32,8.38,2.56,9.38,Zomato,Cash
O01725,16-12-2025,December,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,4,13.13,52.52,15.87,5.68,30.97,UberEats,UPI
O01726,22-07-2025,July,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,1,19.36,19.36,7.72,3.15,8.49,UberEats,UPI
O01727,08-11-2025,November,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,1,13.78,13.78,5.47,1.84,6.47,UberEats,UPI
O01728,16-08-2025,August,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Spicy Bean Burger,1,12.86,12.86,4.48,1.72,6.66,Swiggy,Online
O01729,03-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,3,8.73,26.19,10.8,3.76,11.63,In-Store,Cash
O01730,10-02-2025,February,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,4,11.06,44.24,19.11,4.48,20.65,Swiggy,Online
O01731,13-05-2025,May,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,3,9.91,29.73,12.72,4.46,12.55,Zomato,Card
O01732,31-03-2025,March,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,1,13.92,13.92,4.63,1.99,7.3,Swiggy,Cash
O01733,17-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,3,7.64,22.92,7.38,4.25,11.29,Swiggy,Card
O01734,13-05-2025,May,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,1,7.49,7.49,2.29,0.84,4.36,Swiggy,Card
O01735,25-02-2025,February,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Margherita,4,13.15,52.6,18.79,10.47,23.34,Swiggy,Card
O01736,16-06-2025,June,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,3,6.53,19.59,5.94,2.4,11.25,Swiggy,Online
O01737,15-03-2025,March,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,1,11.03,11.03,4.07,1.5,5.46,UberEats,Online
O01738,11-07-2025,July,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,3,10.99,32.97,14.37,5.17,13.43,Zomato,UPI
O01739,29-05-2025,May,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Paneer Delight,3,13.81,41.43,16.87,6.45,18.11,Zomato,UPI
O01740,18-09-2025,September,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,3,8.65,25.95,9.09,4.05,12.81,In-Store,Cash
O01741,18-03-2025,March,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,2,7.6,15.2,6.42,1.57,7.21,Swiggy,Card
O01742,15-09-2025,September,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,3,7.31,21.93,8.57,3.71,9.65,Swiggy,Online
O01743,26-09-2025,September,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,2,8.35,16.7,5.6,2.89,8.21,UberEats,Card
O01744,31-05-2025,May,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,1,16.8,16.8,6.59,3.08,7.13,UberEats,Card
O01745,11-06-2025,June,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,4,4.59,18.36,5.83,3.02,9.51,In-Store,Online
O01746,10-02-2025,February,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,3,12.69,38.07,14.25,5.41,18.41,UberEats,Online
O01747,28-04-2025,April,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Cheese Mac,1,7.85,7.85,3.39,1.11,3.35,Zomato,Card
O01748,12-12-2025,December,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,4,4.07,16.28,6.42,2.14,7.72,UberEats,UPI
O01749,02-03-2025,March,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,2,11.94,23.88,10.69,3.1,10.09,Zomato,Online
O01750,12-04-2025,April,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Margherita,3,17.76,53.28,23.5,10.08,19.7,Zomato,Cash
O01751,15-05-2025,May,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,2,6.72,13.44,4.91,1.65,6.88,Zomato,Cash
O01752,13-01-2025,January,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,2,6.08,12.16,4.48,1.88,5.8,Zomato,Online
O01753,01-07-2025,July,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Farmhouse,2,11.05,22.1,9.06,3.06,9.98,UberEats,Cash
O01754,22-06-2025,June,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,2,6.41,12.82,4.14,1.93,6.75,Swiggy,UPI
O01755,29-07-2025,July,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,2,6.21,12.42,4.63,2.36,5.43,UberEats,Online
O01756,10-03-2025,March,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,1,6,6,2.6,0.95,2.45,Zomato,Cash
O01757,31-10-2025,October,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,1,8.15,8.15,3.03,0.85,4.27,In-Store,UPI
O01758,01-04-2025,April,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,3,5.46,16.38,5.88,2.44,8.06,Zomato,UPI
O01759,24-06-2025,June,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Peppy Paneer,3,14.13,42.39,15.47,7.12,19.8,UberEats,Online
O01760,02-04-2025,April,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,2,17.69,35.38,11.26,3.94,20.18,In-Store,UPI
O01761,12-11-2025,November,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,4,11.18,44.72,19.94,4.64,20.14,UberEats,Card
O01762,28-05-2025,May,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,3,8.51,25.53,10.93,4.76,9.84,Zomato,Card
O01763,13-05-2025,May,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,2,4.84,9.68,3.96,1.28,4.44,UberEats,Card
O01764,16-04-2025,April,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,1,4.19,4.19,1.33,0.63,2.23,Swiggy,Card
O01765,08-09-2025,September,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,4,13.59,54.36,16.7,8.5,29.16,UberEats,Online
O01766,16-08-2025,August,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,1,5.05,5.05,1.8,0.58,2.67,UberEats,Cash
O01767,28-12-2025,December,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,3,17.29,51.87,20.72,6.98,24.17,In-Store,UPI
O01768,12-03-2025,March,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,3,6.63,19.89,6.14,3.77,9.98,UberEats,Cash
O01769,24-04-2025,April,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,4,7.35,29.4,13.23,3.66,12.51,Zomato,UPI
O01770,21-08-2025,August,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,4,6.93,27.72,8.85,4.07,14.8,Swiggy,Online
O01771,28-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,1,4.15,4.15,1.67,0.67,1.81,Swiggy,Cash
O01772,12-03-2025,March,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,2,5.17,10.34,4.09,1.2,5.05,Zomato,UPI
O01773,19-03-2025,March,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Spicy Bean Burger,1,10.13,10.13,3.57,1.43,5.13,UberEats,Card
O01774,22-11-2025,November,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Grilled Veg,2,12.71,25.42,8.39,3.08,13.95,In-Store,Cash
O01775,13-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,4,5.1,20.4,7.6,2.7,10.1,Swiggy,Online
O01776,15-05-2025,May,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,4,5.49,21.96,9.35,3.63,8.98,UberEats,Online
O01777,03-12-2025,December,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,2,12.74,25.48,9.78,5,10.7,UberEats,Online
O01778,19-11-2025,November,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,3,8.08,24.24,10.58,2.68,10.98,In-Store,UPI
O01779,23-04-2025,April,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,1,16.87,16.87,7.57,1.86,7.44,In-Store,UPI
O01780,06-12-2025,December,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,4,6.5,26,8.8,4.4,12.8,In-Store,UPI
O01781,28-02-2025,February,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,4,12.72,50.88,21.7,7.12,22.06,Zomato,Online
O01782,04-11-2025,November,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,4,9.21,36.84,13.67,5.96,17.21,Swiggy,UPI
O01783,17-09-2025,September,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Margherita,2,18.94,37.88,12.78,5.06,20.04,UberEats,UPI
O01784,12-06-2025,June,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,3,9.64,28.92,10.44,5.28,13.2,In-Store,Online
O01785,28-01-2025,January,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Cheese Mac,2,10.2,20.4,6.3,3.29,10.81,UberEats,Cash
O01786,18-08-2025,August,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,1,12.35,12.35,5.18,1.36,5.81,Zomato,Cash
O01787,09-11-2025,November,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,2,12.84,25.68,9.76,2.7,13.22,Swiggy,Online
O01788,27-12-2025,December,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,2,13.54,27.08,10.99,3.93,12.16,Swiggy,Card
O01789,02-10-2025,October,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,3,17.08,51.24,19,8.77,23.47,Zomato,UPI
O01790,11-07-2025,July,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Cheese Mac,1,6.9,6.9,3.06,1.17,2.67,Zomato,Cash
O01791,11-01-2025,January,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,2,5.99,11.98,3.92,1.97,6.09,In-Store,Cash
O01792,25-05-2025,May,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,4,12.88,51.52,17.44,10.04,24.04,Zomato,Cash
O01793,05-03-2025,March,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,1,13.73,13.73,4.14,1.7,7.89,Zomato,UPI
O01794,09-02-2025,February,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Margherita,3,12.09,36.27,13.25,5.13,17.89,Swiggy,Card
O01795,29-10-2025,October,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,3,11.49,34.47,11.8,5.36,17.31,UberEats,Online
O01796,12-01-2025,January,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,2,10.26,20.52,7.65,2.7,10.17,Zomato,Cash
O01797,02-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,4,5.07,20.28,8.8,2.94,8.54,UberEats,Online
O01798,24-04-2025,April,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,2,9.33,18.66,5.74,3.52,9.4,In-Store,UPI
O01799,01-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,2,6.22,12.44,4.78,1.41,6.25,Swiggy,Online
O01800,21-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,2,13.31,26.62,8.75,3.84,14.03,In-Store,Card
O01801,13-01-2025,January,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Spicy Bean Burger,2,12.53,25.06,10.39,3.47,11.2,UberEats,Online
O01802,25-02-2025,February,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,2,8.55,17.1,5.64,2.56,8.9,Zomato,Cash
O01803,15-10-2025,October,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,2,17.7,35.4,11.29,6.32,17.79,Zomato,Cash
O01804,26-07-2025,July,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,4,6.41,25.64,8.77,4.44,12.43,Swiggy,Online
O01805,30-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,1,7.37,7.37,3.09,1.47,2.81,Zomato,Cash
O01806,19-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,4,8.92,35.68,12.22,3.57,19.89,UberEats,Card
O01807,08-09-2025,September,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,1,8.67,8.67,2.64,1.32,4.71,Zomato,UPI
O01808,29-12-2025,December,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,2,10.49,20.98,7.47,3.53,9.98,Swiggy,Online
O01809,09-02-2025,February,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,1,9.17,9.17,3.7,1.29,4.18,Zomato,Cash
O01810,12-04-2025,April,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,1,9.32,9.32,3.7,1.28,4.34,In-Store,Online
O01811,17-11-2025,November,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,3,4.11,12.33,4.26,2.2,5.87,In-Store,Online
O01812,01-06-2025,June,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Peppy Paneer,2,12.42,24.84,10.52,2.74,11.58,UberEats,UPI
O01813,10-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,4,7.98,31.92,11.97,5.97,13.98,UberEats,Card
O01814,10-07-2025,July,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,3,7.39,22.17,9.85,2.5,9.82,In-Store,Card
O01815,11-03-2025,March,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Margherita,3,14.81,44.43,13.94,4.53,25.96,UberEats,Online
O01816,18-03-2025,March,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,1,6.87,6.87,2.26,1.25,3.36,UberEats,Card
O01817,22-12-2025,December,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Peppy Paneer,3,14.86,44.58,17.78,8.51,18.29,Swiggy,Cash
O01818,28-08-2025,August,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,3,4.99,14.97,4.58,1.64,8.75,UberEats,Card
O01819,18-11-2025,November,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Paneer Tikka,3,11.53,34.59,11.54,4.64,18.41,UberEats,Online
O01820,06-06-2025,June,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,1,10.19,10.19,4.49,1.55,4.15,UberEats,Card
O01821,31-10-2025,October,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,1,18.73,18.73,7.57,2.1,9.06,UberEats,Card
O01822,16-10-2025,October,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,4,13.51,54.04,21.7,6.97,25.37,UberEats,UPI
O01823,12-11-2025,November,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,2,4.33,8.66,2.6,1.67,4.39,Zomato,Cash
O01824,21-04-2025,April,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Cheese Chilli,2,14.06,28.12,9.51,3.17,15.44,Zomato,Online
O01825,15-06-2025,June,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,2,13.05,26.1,11,5.17,9.93,In-Store,Online
O01826,30-08-2025,August,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,4,13.18,52.72,18.82,7.94,25.96,Zomato,Online
O01827,17-07-2025,July,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,4,5.57,22.28,9.11,4.3,8.87,UberEats,UPI
O01828,10-02-2025,February,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,1,4.82,4.82,2.1,0.65,2.07,UberEats,Card
O01829,14-10-2025,October,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,3,8.88,26.64,11.03,3.79,11.82,Swiggy,Online
O01830,28-06-2025,June,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,3,13.13,39.39,16.53,6.26,16.6,In-Store,UPI
O01831,06-08-2025,August,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,3,15.48,46.44,20.27,5.12,21.05,UberEats,Card
O01832,06-01-2025,January,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Peppy Paneer,2,10.05,20.1,8.07,2.06,9.97,Zomato,Cash
O01833,08-06-2025,June,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,1,8.66,8.66,3.07,1.44,4.15,UberEats,Cash
O01834,20-05-2025,May,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,3,13.91,41.73,18.29,8.26,15.18,In-Store,Cash
O01835,27-12-2025,December,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,1,10.98,10.98,4.93,1.21,4.84,Swiggy,Online
O01836,20-11-2025,November,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Cheese Mac,4,7.04,28.16,11.8,3.06,13.3,In-Store,Cash
O01837,09-07-2025,July,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Cheese Chilli,4,17.58,70.32,21.46,9.28,39.58,Zomato,Cash
O01838,03-03-2025,March,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Margherita,1,16.05,16.05,6.29,2.72,7.04,UberEats,Cash
O01839,23-05-2025,May,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,3,11.08,33.24,10.64,6.27,16.33,UberEats,Card
O01840,07-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,4,4.82,19.28,7.01,2.7,9.57,In-Store,Cash
